"id","serial_number","card_name","rarity_id","set_id"
2880,"56/146","Grumpig",2,89
2881,"57/146","Houndoom",2,89
2882,"58/146","Lanturn",2,89
2883,"59/146","Lanturn",2,89
2884,"60/146","Ledian",2,89
2885,"61/146","Lucario",2,89
2886,"62/146","Luxio",2,89
2887,"63/146","Marowak",2,89
2888,"64/146","Metang",2,89
2889,"65/146","Metang",2,89
2890,"66/146","Mightyena",2,89
2891,"67/146","Ninjask",2,89
2892,"68/146","Persian",2,89
2893,"69/146","Piloswine",2,89
2894,"70/146","Seadra",2,89
2895,"71/146","Starmie",2,89
2896,"72/146","Swalot",2,89
2897,"73/146","Swellow",2,89
2898,"74/146","Tauros",2,89
2899,"75/146","Tentacruel",2,89
2900,"76/146","Unown J",2,89
2901,"77/146","Unown R",2,89
2902,"78/146","Unown U",2,89
2903,"79/146","Unown V",2,89
2904,"80/146","Unown W",2,89
2905,"81/146","Unown Y",2,89
2906,"82/146","Unown ?",2,89
2907,"83/146","Beldum",1,89
2908,"84/146","Beldum",1,89
2909,"85/146","Bellsprout",1,89
2910,"86/146","Buneary",1,89
2911,"87/146","Chinchou",1,89
2912,"88/146","Chinchou",1,89
2913,"89/146","Corphish",1,89
2914,"90/146","Cubone",1,89
2915,"91/146","Dratini",1,89
2916,"92/146","Drifloon",1,89
2917,"93/146","Exeggcute",1,89
2918,"94/146","Gligar",1,89
2919,"95/146","Gligar",1,89
2920,"96/146","Gloom",1,89
2921,"97/146","Gloom",1,89
2922,"98/146","Gulpin",1,89
2923,"99/146","Hitmonchan",1,89
2924,"100/146","Hitmonlee",1,89
2925,"101/146","Hitmontop",1,89
2926,"102/146","Horsea",1,89
2927,"103/146","Houndour",1,89
2928,"104/146","Ledyba",1,89
2929,"105/146","Lileep",1,89
2930,"106/146","Meowth",1,89
2931,"107/146","Misdreavus",1,89
2932,"108/146","Nincada",1,89
2933,"109/146","Nosepass",1,89
2934,"110/146","Numel",1,89
2935,"111/146","Oddish",1,89
2936,"112/146","Oddish",1,89
2937,"113/146","Pineco",1,89
2938,"114/146","Poliwag",1,89
2939,"115/146","Poliwhirl",1,89
2940,"116/146","Poochyena",1,89
2941,"117/146","Riolu",1,89
2942,"118/146","Shinx",1,89
2943,"119/146","Skitty",1,89
2944,"120/146","Sneasel",1,89
2945,"121/146","Spoink",1,89
2946,"122/146","Staryu",1,89
2947,"123/146","Swinub",1,89
2948,"124/146","Taillow",1,89
2949,"125/146","Tentacool",1,89
2950,"126/146","Tyrogue",1,89
2951,"127/146","Weepinbell",1,89
2952,"128/146","Yanma",1,89
2953,"129/146","Bubble Coat",2,89
2954,"130/146","Buck's Training",2,89
2955,"131/146","Cynthia's Feelings",2,89
2956,"132/146","Energy Pickup",2,89
2957,"133/146","Poké Radar",2,89
2958,"134/146","Snowpoint Temple",2,89
2959,"135/146","Stark Mountain",2,89
2960,"136/146","Technical Machine TS-1",2,89
2961,"137/146","Technical Machine TS-2",2,89
2962,"138/146","Claw Fossil",1,89
2963,"139/146","Root Fossil",1,89
2964,"140/146","Azelf LV.X",NULL,NULL
2965,"141/146","Gliscor LV.X",NULL,NULL
2966,"142/146","Magnezone LV.X",NULL,NULL
2967,"143/146","Mesprit LV.X",NULL,NULL
2968,"144/146","Mewtwo LV.X",NULL,NULL
2969,"145/146","Rhyperior LV.X",NULL,NULL
2970,"146/146","Uxie LV.X",NULL,NULL
2971,"1/100","Dusknoir",4,88
2972,"2/100","Empoleon",4,88
2973,"3/100","Infernape",4,88
2974,"4/100","Lumineon",4,88
2975,"5/100","Magnezone",4,88
2976,"6/100","Magnezone",4,88
2977,"7/100","Mismagius",4,88
2978,"8/100","Raichu",4,88
2979,"9/100","Regigigas",4,88
2980,"10/100","Sceptile",4,88
2981,"11/100","Torterra",4,88
2982,"12/100","Abomasnow",3,88
2983,"13/100","Bronzong",3,88
2984,"14/100","Cherrim",3,88
2985,"15/100","Drapion",3,88
2986,"16/100","Drifblim",3,88
2987,"17/100","Dusknoir",3,88
2988,"18/100","Gengar",3,88
2989,"19/100","Gyarados",3,88
2990,"20/100","Machamp",3,88
2991,"21/100","Mamoswine",3,88
2992,"22/100","Rapidash",3,88
2993,"23/100","Roserade",3,88
2994,"24/100","Salamence",3,88
2995,"25/100","Scizor",3,88
2996,"26/100","Skuntank",3,88
2997,"27/100","Staraptor",3,88
2998,"28/100","Steelix",3,88
2999,"29/100","Tangrowth",3,88
3000,"30/100","Tyranitar",3,88
3001,"31/100","Vespiquen",3,88
3002,"32/100","Bibarel",2,88
3003,"33/100","Budew",2,88
3004,"34/100","Dusclops",2,88
3005,"35/100","Dusclops",2,88
3006,"36/100","Electrode",2,88
3007,"37/100","Electrode",2,88
3008,"38/100","Farfetch'd",2,88
3009,"39/100","Grovyle",2,88
3010,"40/100","Haunter",2,88
3011,"41/100","Machoke",2,88
3012,"42/100","Magneton",2,88
3013,"43/100","Magneton",2,88
3014,"44/100","Miltank",2,88
3015,"45/100","Pichu",2,88
3016,"46/100","Piloswine",2,88
3017,"47/100","Pupitar",2,88
3018,"48/100","Sableye",2,88
3019,"49/100","Scyther",2,88
3020,"50/100","Shelgon",2,88
3021,"51/100","Skarmory",2,88
3022,"52/100","Staravia",2,88
3023,"53/100","Bagon",1,88
3024,"54/100","Bidoof",1,88
3025,"55/100","Bronzor",1,88
3026,"56/100","Cherubi",1,88
3027,"57/100","Combee",1,88
3028,"58/100","Drifloon",1,88
3029,"59/100","Duskull",1,88
3030,"60/100","Duskull",1,88
3031,"61/100","Finneon",1,88
3032,"62/100","Gastly",1,88
3033,"63/100","Larvitar",1,88
3034,"64/100","Machop",1,88
3035,"65/100","Magikarp",1,88
3036,"66/100","Magnemite",1,88
3037,"67/100","Magnemite",1,88
3038,"68/100","Misdreavus",1,88
3039,"69/100","Onix",1,88
3040,"70/100","Pikachu",1,88
3041,"71/100","Ponyta",1,88
3042,"72/100","Roselia",1,88
3043,"73/100","Skorupi",1,88
3044,"74/100","Snover",1,88
3045,"75/100","Starly",1,88
3046,"76/100","Stunky",1,88
3047,"77/100","Swinub",1,88
3048,"78/100","Tangela",1,88
3049,"79/100","Treecko",1,88
3050,"80/100","Voltorb",1,88
3051,"81/100","Voltorb",1,88
3052,"82/100","Conductive Quarry",2,88
3053,"83/100","Energy Link",2,88
3054,"84/100","Energy Switch",2,88
3055,"85/100","Great Ball",2,88
3056,"86/100","Luxury Ball",2,88
3057,"87/100","Marley's Request",2,88
3058,"88/100","Poké Blower +",2,88
3059,"89/100","Poké Drawer +",2,88
3060,"90/100","Poké Healer +",2,88
3061,"91/100","Premier Ball",2,88
3062,"92/100","Potion",1,88
3063,"93/100","Switch",1,88
3064,"94/100","Cyclone Energy",2,88
3065,"95/100","Warp Energy",2,88
3066,"96/100","Dusknoir LV.X",NULL,NULL
3067,"97/100","Heatran LV.X",NULL,NULL
3068,"98/100","Machamp LV.X",NULL,NULL
3069,"99/100","Raichu LV.X",NULL,NULL
3070,"100/100","Regigigas LV.X",NULL,NULL
3071,"101/100","Charmander",NULL,NULL
3072,"102/100","Charmeleon",NULL,NULL
3073,"103/100","Charizard",NULL,NULL
3074,"1/127","Ampharos",4,87
3075,"2/127","Blastoise",4,87
3076,"3/127","Blaziken",4,87
3077,"4/127","Delcatty",4,87
3078,"5/127","Dialga",4,87
3079,"6/127","Dialga",4,87
3080,"7/127","Dialga",4,87
3081,"8/127","Gardevoir",4,87
3082,"9/127","Giratina",4,87
3083,"10/127","Giratina",4,87
3084,"11/127","Manectric",4,87
3085,"12/127","Palkia",4,87
3086,"13/127","Rampardos",4,87
3087,"14/127","Shaymin",4,87
3088,"15/127","Shaymin",4,87
3089,"16/127","Slaking",4,87
3090,"17/127","Weavile",4,87
3091,"18/127","Altaria",3,87
3092,"19/127","Banette",3,87
3093,"20/127","Bastiodon",3,87
3094,"21/127","Beautifly",3,87
3095,"22/127","Blissey",3,87
3096,"23/127","Dialga",3,87
3097,"24/127","Dugtrio",3,87
3098,"25/127","Dustox",3,87
3099,"26/127","Empoleon",3,87
3100,"27/127","Giratina",3,87
3101,"28/127","Giratina",3,87
3102,"29/127","Golduck",3,87
3103,"30/127","Gyarados",3,87
3104,"31/127","Infernape",3,87
3105,"32/127","Kricketune",3,87
3106,"33/127","Lickilicky",3,87
3107,"34/127","Ludicolo",3,87
3108,"35/127","Luvdisc",3,87
3109,"36/127","Ninetales",3,87
3110,"37/127","Palkia",3,87
3111,"38/127","Shaymin",3,87
3112,"39/127","Torterra",3,87
3113,"40/127","Toxicroak",3,87
3114,"41/127","Bronzong",2,87
3115,"42/127","Cacturne",2,87
3116,"43/127","Carnivine",2,87
3117,"44/127","Cascoon",2,87
3118,"45/127","Combusken",2,87
3119,"46/127","Cranidos",2,87
3120,"47/127","Crobat",2,87
3121,"48/127","Flaaffy",2,87
3122,"49/127","Grotle",2,87
3123,"50/127","Houndoom",2,87
3124,"51/127","Kirlia",2,87
3125,"52/127","Lombre",2,87
3126,"53/127","Lucario",2,87
3127,"54/127","Mightyena",2,87
3128,"55/127","Mismagius",2,87
3129,"56/127","Monferno",2,87
3130,"57/127","Muk",2,87
3131,"58/127","Octillery",2,87
3132,"59/127","Prinplup",2,87
3133,"60/127","Probopass",2,87
3134,"61/127","Seviper",2,87
3135,"62/127","Shieldon",2,87
3136,"63/127","Silcoon",2,87
3137,"64/127","Vigoroth",2,87
3138,"65/127","Wartortle",2,87
3139,"66/127","Zangoose",2,87
3140,"67/127","Cacnea",1,87
3141,"68/127","Carnivine",1,87
3142,"69/127","Chansey",1,87
3143,"70/127","Chimchar",1,87
3144,"71/127","Combee",1,87
3145,"72/127","Diglett",1,87
3146,"73/127","Dunsparce",1,87
3147,"74/127","Electrike",1,87
3148,"75/127","Grimer",1,87
3149,"76/127","Happiny",1,87
3150,"77/127","Honchkrow",1,87
3151,"78/127","Kricketot",1,87
3152,"79/127","Lapras",1,87
3153,"80/127","Lickitung",1,87
3154,"81/127","Lotad",1,87
3155,"82/127","Mareep",1,87
3156,"83/127","Misdreavus",1,87
3157,"84/127","Nosepass",1,87
3158,"85/127","Piplup",1,87
3159,"86/127","Poochyena",1,87
3160,"87/127","Psyduck",1,87
3161,"88/127","Purugly",1,87
3162,"89/127","Ralts",1,87
3163,"90/127","Remoraid",1,87
3164,"91/127","Riolu",1,87
3165,"92/127","Shuppet",1,87
3166,"93/127","Skitty",1,87
3167,"94/127","Skuntank",1,87
3168,"95/127","Slakoth",1,87
3169,"96/127","Squirtle",1,87
3170,"97/127","Swablu",1,87
3171,"98/127","Tauros",1,87
3172,"99/127","Torchic",1,87
3173,"100/127","Torkoal",1,87
3174,"101/127","Turtwig",1,87
3175,"102/127","Vulpix",1,87
3176,"103/127","Wurmple",1,87
3177,"104/127","Broken Time-Space",2,87
3178,"105/127","Cyrus's Conspiracy",2,87
3179,"106/127","Galactic HQ",2,87
3180,"107/127","Level Max",2,87
3181,"108/127","Life Herb",2,87
3182,"109/127","Looker's Investigation",2,87
3183,"110/127","Memory Berry",2,87
3184,"111/127","Miasma Valley",2,87
3185,"112/127","PlusPower",2,87
3186,"113/127","Poké Ball",2,87
3187,"114/127","Pokédex HANDY910is",2,87
3188,"115/127","Pokémon Rescue",2,87
3189,"116/127","Team Galactic's Invention G-101 Energy Gain",2,87
3190,"117/127","Team Galactic's Invention G-103 Power Spray",2,87
3191,"118/127","Team Galactic's Invention G-105 Poké Turn",2,87
3192,"119/127","Armor Fossil",1,87
3193,"120/127","Skull Fossil",1,87
3194,"121/127","Rainbow Energy",2,87
3195,"122/127","Dialga",NULL,NULL
3196,"123/127","Drapion LV.X",NULL,NULL
3197,"124/127","Giratina LV.X",NULL,NULL
3198,"125/127","Palkia",NULL,NULL
3199,"126/127","Shaymin LV.X",NULL,NULL
3200,"127/127","Shaymin LV.X",NULL,NULL
3201,"128/127","Electabuzz",NULL,NULL
3202,"129/127","Hitmonchan",NULL,NULL
3203,"130/127","Scyther",NULL,NULL
3204,"1/111","Arcanine",4,86
3205,"2/111","Bastiodon",4,86
3206,"3/111","Darkrai",4,86
3207,"4/111","Floatzel",4,86
3208,"5/111","Flygon",4,86
3209,"6/111","Froslass",4,86
3210,"7/111","Jirachi",4,86
3211,"8/111","Lucario",4,86
3212,"9/111","Luxray",4,86
3213,"10/111","Mismagius",4,86
3214,"11/111","Rampardos",4,86
3215,"12/111","Roserade",4,86
3216,"13/111","Shiftry",4,86
3217,"14/111","Aggron",3,86
3218,"15/111","Beedrill",3,86
3219,"16/111","Bronzong",3,86
3220,"17/111","Drapion",3,86
3221,"18/111","Espeon",3,86
3222,"19/111","Flareon",3,86
3223,"20/111","Gallade",3,86
3224,"21/111","Gastrodon",3,86
3225,"22/111","Gastrodon",3,86
3226,"23/111","Golem",3,86
3227,"24/111","Heracross",3,86
3228,"25/111","Hippowdon",3,86
3229,"26/111","Jolteon",3,86
3230,"27/111","Mamoswine",3,86
3231,"28/111","Mr. Mime",3,86
3232,"29/111","Nidoking",3,86
3233,"30/111","Nidoqueen",3,86
3234,"31/111","Raichu",3,86
3235,"32/111","Rhyperior",3,86
3236,"33/111","Snorlax",3,86
3237,"34/111","Vaporeon",3,86
3238,"35/111","Vespiquen",3,86
3239,"36/111","Walrein",3,86
3240,"37/111","Yanmega",3,86
3241,"38/111","Alakazam",2,86
3242,"39/111","Electrode",2,86
3243,"40/111","Gengar",2,86
3244,"41/111","Glaceon",2,86
3245,"42/111","Hippowdon",2,86
3246,"43/111","Infernape",2,86
3247,"44/111","Lairon",2,86
3248,"45/111","Leafeon",2,86
3249,"46/111","Machamp",2,86
3250,"47/111","Rapidash",2,86
3251,"48/111","Scizor",2,86
3252,"49/111","Sharpedo",2,86
3253,"50/111","Starmie",2,86
3254,"51/111","Steelix",2,86
3255,"52/111","Tropius",2,86
3256,"53/111","Vibrava",2,86
3257,"54/111","Whiscash",2,86
3258,"55/111","Aerodactyl",1,86
3259,"56/111","Ambipom",1,86
3260,"57/111","Aron",1,86
3261,"58/111","Carvanha",1,86
3262,"59/111","Eevee",1,86
3263,"60/111","Flareon",1,86
3264,"61/111","Forretress",1,86
3265,"62/111","Gliscor",1,86
3266,"63/111","Growlithe",1,86
3267,"64/111","Hippopotas",1,86
3268,"65/111","Houndoom",1,86
3269,"66/111","Kakuna",1,86
3270,"67/111","Kecleon",1,86
3271,"68/111","Koffing",1,86
3272,"69/111","Munchlax",1,86
3273,"70/111","Munchlax",1,86
3274,"71/111","Nidoran♀",1,86
3275,"72/111","Nidoran♂",1,86
3276,"73/111","Nidorina",1,86
3277,"74/111","Nidorino",1,86
3278,"75/111","Nuzleaf",1,86
3279,"76/111","Quagsire",1,86
3280,"77/111","Sealeo",1,86
3281,"78/111","Seedot",1,86
3282,"79/111","Shellos",1,86
3283,"80/111","Shellos",1,86
3284,"81/111","Snorlax",1,86
3285,"82/111","Spheal",1,86
3286,"83/111","Staryu",1,86
3287,"84/111","Trapinch",1,86
3288,"85/111","Turtwig",1,86
3289,"86/111","Weedle",1,86
3290,"87/111","Weezing",1,86
3291,"88/111","Aaron's Collection",2,86
3292,"89/111","Bebe's Search",2,86
3293,"90/111","Bertha's Warmth",2,86
3294,"91/111","Flint's Willpower",2,86
3295,"92/111","Lucian's Assignment",2,86
3296,"93/111","Pokémon Contest Hall",2,86
3297,"94/111","Sunyshore City Gym",2,86
3298,"95/111","Team Galactic's Invention G-107 Technical Machine",2,86
3299,"96/111","Team Galactic's Invention G-109 SP Radar",2,86
3300,"97/111","Underground Expedition",2,86
3301,"98/111","Volkner's Philosophy",2,86
3302,"99/111","Darkness Energy",2,86
3303,"100/111","Metal Energy",2,86
3304,"101/111","SP Energy",2,86
3305,"102/111","Upper Energy",2,86
3306,"103/111","Alakazam",NULL,NULL
3307,"104/111","Floatzel",NULL,NULL
3308,"105/111","Flygon LV.X",NULL,NULL
3309,"106/111","Gallade",NULL,NULL
3310,"107/111","Hippowdon LV.X",NULL,NULL
3311,"108/111","Infernape",NULL,NULL
3312,"109/111","Luxray",NULL,NULL
3313,"110/111","Mismagius",NULL,NULL
3314,"111/111","Snorlax LV.X",NULL,NULL
3315,"112/111","Pikachu",NULL,NULL
3316,"113/111","Flying Pikachu",NULL,NULL
3317,"114/111","Surfing Pikachu",NULL,NULL
3318,"1/147","Absol",4,85
3319,"2/147","Blaziken",4,85
3320,"3/147","Drifblim",4,85
3321,"4/147","Electivire",4,85
3322,"5/147","Garchomp",4,85
3323,"6/147","Magmortar",4,85
3324,"7/147","Metagross",4,85
3325,"8/147","Rayquaza",4,85
3326,"9/147","Regigigas",4,85
3327,"10/147","Rhyperior",4,85
3328,"11/147","Staraptor",4,85
3329,"12/147","Swampert",4,85
3330,"13/147","Venusaur",4,85
3331,"14/147","Yanmega",4,85
3332,"15/147","Arcanine",3,85
3333,"16/147","Articuno",3,85
3334,"17/147","Butterfree",3,85
3335,"18/147","Camerupt",3,85
3336,"19/147","Camerupt",3,85
3337,"20/147","Charizard",3,85
3338,"21/147","Chimecho",3,85
3339,"22/147","Claydol",3,85
3340,"23/147","Crawdaunt",3,85
3341,"24/147","Dewgong",3,85
3342,"25/147","Dodrio",3,85
3343,"26/147","Dusknoir",3,85
3344,"27/147","Empoleon",3,85
3345,"28/147","Exploud",3,85
3346,"29/147","Honchkrow",3,85
3347,"30/147","Lickilicky",3,85
3348,"31/147","Lucario",3,85
3349,"32/147","Lunatone",3,85
3350,"33/147","Mawile",3,85
3351,"34/147","Medicham",3,85
3352,"35/147","Milotic",3,85
3353,"36/147","Moltres",3,85
3354,"37/147","Mr. Mime",3,85
3355,"38/147","Parasect",3,85
3356,"39/147","Primeape",3,85
3357,"40/147","Roserade",3,85
3358,"41/147","Sableye",3,85
3359,"42/147","Sandslash",3,85
3360,"43/147","Seaking",3,85
3361,"44/147","Shedinja",3,85
3362,"45/147","Solrock",3,85
3363,"46/147","Spinda",3,85
3364,"47/147","Wailord",3,85
3365,"48/147","Zapdos",3,85
3366,"49/147","Altaria",2,85
3367,"50/147","Arcanine",2,85
3368,"51/147","Bibarel",2,85
3369,"52/147","Breloom",2,85
3370,"53/147","Carnivine",2,85
3371,"54/147","Chatot",2,85
3372,"55/147","Cherrim",2,85
3373,"56/147","Dragonite",2,85
3374,"57/147","Drifblim",2,85
3375,"58/147","Floatzel",2,85
3376,"59/147","Gabite",2,85
3377,"60/147","Garchomp",2,85
3378,"61/147","Hippopotas",2,85
3379,"62/147","Ivysaur",2,85
3380,"63/147","Lopunny",2,85
3381,"64/147","Loudred",2,85
3382,"65/147","Magmar",2,85
3383,"66/147","Manectric",2,85
3384,"67/147","Marshtomp",2,85
3385,"68/147","Masquerain",2,85
3386,"69/147","Metang",2,85
3387,"70/147","Milotic",2,85
3388,"71/147","Minun",2,85
3389,"72/147","Murkrow",2,85
3390,"73/147","Ninjask",2,85
3391,"74/147","Numel",2,85
3392,"75/147","Pinsir",2,85
3393,"76/147","Plusle",2,85
3394,"77/147","Raichu",2,85
3395,"78/147","Raticate",2,85
3396,"79/147","Relicanth",2,85
3397,"80/147","Rhydon",2,85
3398,"81/147","Roserade",2,85
3399,"82/147","Rotom",2,85
3400,"83/147","Skarmory",2,85
3401,"84/147","Spiritomb",2,85
3402,"85/147","Staravia",2,85
3403,"86/147","Togekiss",2,85
3404,"87/147","Wailmer",2,85
3405,"88/147","Yanma",2,85
3406,"89/147","Baltoy",1,85
3407,"90/147","Beldum",1,85
3408,"91/147","Bidoof",1,85
3409,"92/147","Buizel",1,85
3410,"93/147","Bulbasaur",1,85
3411,"94/147","Buneary",1,85
3412,"95/147","Chatot",1,85
3413,"96/147","Cherubi",1,85
3414,"97/147","Chimchar",1,85
3415,"98/147","Chingling",1,85
3416,"99/147","Combee",1,85
3417,"100/147","Corphish",1,85
3418,"101/147","Croagunk",1,85
3419,"102/147","Doduo",1,85
3420,"103/147","Drifloon",1,85
3421,"104/147","Feebas",1,85
3422,"105/147","Geodude",1,85
3423,"106/147","Gible",1,85
3424,"107/147","Goldeen",1,85
3425,"108/147","Growlithe",1,85
3426,"109/147","Kricketot",1,85
3427,"110/147","Magikarp",1,85
3428,"111/147","Magnemite",1,85
3429,"112/147","Mankey",1,85
3430,"113/147","Meditite",1,85
3431,"114/147","Meowth",1,85
3432,"115/147","Mime Jr.",1,85
3433,"116/147","Mudkip",1,85
3434,"117/147","Nincada",1,85
3435,"118/147","Pachirisu",1,85
3436,"119/147","Paras",1,85
3437,"120/147","Pikachu",1,85
3438,"121/147","Piplup",1,85
3439,"122/147","Rhyhorn",1,85
3440,"123/147","Roselia",1,85
3441,"124/147","Sandshrew",1,85
3442,"125/147","Seel",1,85
3443,"126/147","Shinx",1,85
3444,"127/147","Shroomish",1,85
3445,"128/147","Skorupi",1,85
3446,"129/147","Starly",1,85
3447,"130/147","Surskit",1,85
3448,"131/147","Turtwig",1,85
3449,"132/147","Whismur",1,85
3450,"133/147","Zubat",1,85
3451,"134/147","Battle Tower",2,85
3452,"135/147","Champion's Room",2,85
3453,"136/147","Cynthia's Guidance",2,85
3454,"137/147","Cyrus's Initiative",2,85
3455,"138/147","Night Teleporter",2,85
3456,"139/147","Palmer's Contribution",2,85
3457,"140/147","VS Seeker",2,85
3458,"141/147","Absol",NULL,NULL
3459,"142/147","Blaziken",NULL,NULL
3460,"143/147","Charizard",NULL,NULL
3461,"144/147","Electivire",NULL,NULL
3462,"145/147","Garchomp",NULL,NULL
3463,"146/147","Rayquaza",NULL,NULL
3464,"147/147","Staraptor",NULL,NULL
3465,"148/147","Articuno",NULL,NULL
3466,"149/147","Moltres",NULL,NULL
3467,"150/147","Zapdos",NULL,NULL
