,serial_number,name,type,rarity,set
467,25/132,Koga's Arbok,Grass,Rare,Gym Challenge 
468,26/132,Koga's Muk,Grass,Rare,Gym Challenge 
469,27/132,Koga's Pidgeotto,Colorless,Rare,Gym Challenge 
470,28/132,Lt. Surge's Jolteon,Lightning,Rare,Gym Challenge 
471,29/132,Sabrina's Gengar,Psychic,Rare,Gym Challenge 
472,30/132,Sabrina's Golduck,Water,Rare,Gym Challenge 
473,31/132,Blaine's Charmeleon,Fire,Uncommon,Gym Challenge 
474,32/132,Blaine's Dodrio,Colorless,Uncommon,Gym Challenge 
475,33/132,Blaine's Rapidash,Fire,Uncommon,Gym Challenge 
476,34/132,Brock's Graveler,Fighting,Uncommon,Gym Challenge 
477,35/132,Brock's Primeape,Fighting,Uncommon,Gym Challenge 
478,36/132,Brock's Sandslash,Fighting,Uncommon,Gym Challenge 
479,37/132,Brock's Vulpix,Fire,Uncommon,Gym Challenge 
480,38/132,Erika's Bellsprout,Grass,Uncommon,Gym Challenge 
481,39/132,Erika's Bulbasaur,Grass,Uncommon,Gym Challenge 
482,40/132,Erika's Clefairy,Colorless,Uncommon,Gym Challenge 
483,41/132,Erika's Ivysaur,Grass,Uncommon,Gym Challenge 
484,42/132,Giovanni's Machoke,Fighting,Uncommon,Gym Challenge 
485,43/132,Giovanni's Meowth,Colorless,Uncommon,Gym Challenge 
486,44/132,Giovanni's Nidorina,Grass,Uncommon,Gym Challenge 
487,45/132,Giovanni's Nidorino,Grass,Uncommon,Gym Challenge 
488,46/132,Koga's Golbat,Grass,Uncommon,Gym Challenge 
489,47/132,Koga's Kakuna,Grass,Uncommon,Gym Challenge 
490,48/132,Koga's Koffing,Grass,Uncommon,Gym Challenge 
491,49/132,Koga's Pidgey,Colorless,Uncommon,Gym Challenge 
492,50/132,Koga's Weezing,Grass,Uncommon,Gym Challenge 
493,51/132,Lt. Surge's Eevee,Colorless,Uncommon,Gym Challenge 
494,52/132,Lt. Surge's Electrode,Lightning,Uncommon,Gym Challenge 
495,53/132,Lt. Surge's Raticate,Colorless,Uncommon,Gym Challenge 
496,54/132,Misty's Dewgong,Water,Uncommon,Gym Challenge 
497,55/132,Sabrina's Haunter,Psychic,Uncommon,Gym Challenge 
498,56/132,Sabrina's Hypno,Psychic,Uncommon,Gym Challenge 
499,57/132,Sabrina's Jynx,Psychic,Uncommon,Gym Challenge 
500,58/132,Sabrina's Kadabra,Psychic,Uncommon,Gym Challenge 
501,59/132,Sabrina's Mr. Mime,Psychic,Uncommon,Gym Challenge 
502,60/132,Blaine's Charmander,Fire,Common,Gym Challenge 
503,61/132,Blaine's Doduo,Colorless,Common,Gym Challenge 
504,62/132,Blaine's Growlithe,Fire,Common,Gym Challenge 
505,63/132,Blaine's Mankey,Fighting,Common,Gym Challenge 
506,64/132,Blaine's Ponyta,Fire,Common,Gym Challenge 
507,65/132,Blaine's Rhyhorn,Fighting,Common,Gym Challenge 
508,66/132,Blaine's Vulpix,Fire,Common,Gym Challenge 
509,67/132,Brock's Diglett,Fighting,Common,Gym Challenge 
510,68/132,Brock's Geodude,Fighting,Common,Gym Challenge 
511,69/132,Erika's Jigglypuff,Colorless,Common,Gym Challenge 
512,70/132,Erika's Oddish,Grass,Common,Gym Challenge 
513,71/132,Erika's Paras,Grass,Common,Gym Challenge 
514,72/132,Giovanni's Machop,Fighting,Common,Gym Challenge 
515,73/132,Giovanni's Magikarp,Water,Common,Gym Challenge 
516,74/132,Giovanni's Meowth,Colorless,Common,Gym Challenge 
517,75/132,Giovanni's Nidoran♀,Grass,Common,Gym Challenge 
518,76/132,Giovanni's Nidoran♂,Grass,Common,Gym Challenge 
519,77/132,Koga's Ekans,Grass,Common,Gym Challenge 
520,78/132,Koga's Grimer,Grass,Common,Gym Challenge 
521,79/132,Koga's Koffing,Grass,Common,Gym Challenge 
522,80/132,Koga's Pidgey,Colorless,Common,Gym Challenge 
523,81/132,Koga's Tangela,Grass,Common,Gym Challenge 
524,82/132,Koga's Weedle,Grass,Common,Gym Challenge 
525,83/132,Koga's Zubat,Grass,Common,Gym Challenge 
526,84/132,Lt. Surge's Pikachu,Lightning,Common,Gym Challenge 
527,85/132,Lt. Surge's Rattata,Colorless,Common,Gym Challenge 
528,86/132,Lt. Surge's Voltorb,Lightning,Common,Gym Challenge 
529,87/132,Misty's Horsea,Water,Common,Gym Challenge 
530,88/132,Misty's Magikarp,Water,Common,Gym Challenge 
531,89/132,Misty's Poliwag,Water,Common,Gym Challenge 
532,90/132,Misty's Psyduck,Water,Common,Gym Challenge 
533,91/132,Misty's Seel,Water,Common,Gym Challenge 
534,92/132,Misty's Staryu,Water,Common,Gym Challenge 
535,93/132,Sabrina's Abra,Psychic,Common,Gym Challenge 
536,94/132,Sabrina's Abra,Psychic,Common,Gym Challenge 
537,95/132,Sabrina's Drowzee,Psychic,Common,Gym Challenge 
538,96/132,Sabrina's Gastly,Psychic,Common,Gym Challenge 
539,97/132,Sabrina's Gastly,Psychic,Common,Gym Challenge 
540,98/132,Sabrina's Porygon,Colorless,Common,Gym Challenge 
541,99/132,Sabrina's Psyduck,Water,Common,Gym Challenge 
542,100/132,Blaine,T,Rare,Gym Challenge 
543,101/132,Brock's Protection,T,Rare,Gym Challenge 
544,102/132,Chaos Gym,T [St],Rare,Gym Challenge 
545,103/132,Erika's Kindness,T,Rare,Gym Challenge 
546,104/132,Giovanni,T,Rare,Gym Challenge 
547,105/132,Giovanni's Last Resort,T,Rare,Gym Challenge 
548,106/132,Koga,T,Rare,Gym Challenge 
549,107/132,Lt. Surge's Secret Plan,T,Rare,Gym Challenge 
550,108/132,Misty's Wish,T,Rare,Gym Challenge 
551,109/132,Resistance Gym,T [St],Rare,Gym Challenge 
552,110/132,Sabrina,T,Rare,Gym Challenge 
553,111/132,Blaine's Quiz #2,T,Uncommon,Gym Challenge 
554,112/132,Blaine's Quiz #3,T,Uncommon,Gym Challenge 
555,113/132,Cinnabar City Gym,T [St],Uncommon,Gym Challenge 
556,114/132,Fuchsia City Gym,T [St],Uncommon,Gym Challenge 
557,115/132,Koga's Ninja Trick,T,Uncommon,Gym Challenge 
558,116/132,Master Ball,T,Uncommon,Gym Challenge 
559,117/132,Max Revive,T,Uncommon,Gym Challenge 
560,118/132,Misty's Tears,T,Uncommon,Gym Challenge 
561,119/132,Rocket's Minefield Gym,T [St],Uncommon,Gym Challenge 
562,120/132,Rocket's Secret Experiment,T,Uncommon,Gym Challenge 
563,121/132,Sabrina's Psychic Control,T,Uncommon,Gym Challenge 
564,122/132,Saffron City Gym,T [St],Uncommon,Gym Challenge 
565,123/132,Viridian City Gym,T [St],Uncommon,Gym Challenge 
566,124/132,Fervor,T,Common,Gym Challenge 
567,125/132,Transparent Walls,T,Common,Gym Challenge 
568,126/132,Warp Point,T,Common,Gym Challenge 
569,127/132,Fighting Energy,Fighting,NULL,Gym Challenge 
570,128/132,Fire Energy,Fire,NULL,Gym Challenge 
571,129/132,Grass Energy,Grass,NULL,Gym Challenge 
572,130/132,Lightning Energy,Lightning,NULL,Gym Challenge 
573,131/132,Psychic Energy,Psychic,NULL,Gym Challenge 
574,132/132,Water Energy,Water,NULL,Gym Challenge 
575,1/111,Ampharos,Lightning,Rare Holo,Neo Genesis 
576,2/111,Azumarill,Water,Rare Holo,Neo Genesis 
577,3/111,Bellossom,Grass,Rare Holo,Neo Genesis 
578,4/111,Feraligatr,Water,Rare Holo,Neo Genesis 
579,5/111,Feraligatr,Water,Rare Holo,Neo Genesis 
580,6/111,Heracross,Grass,Rare Holo,Neo Genesis 
581,7/111,Jumpluff,Grass,Rare Holo,Neo Genesis 
582,8/111,Kingdra,Water,Rare Holo,Neo Genesis 
583,9/111,Lugia,Colorless,Rare Holo,Neo Genesis 
584,10/111,Meganium,Grass,Rare Holo,Neo Genesis 
585,11/111,Meganium,Grass,Rare Holo,Neo Genesis 
586,12/111,Pichu,Lightning,Rare Holo,Neo Genesis 
587,13/111,Skarmory,Metal,Rare Holo,Neo Genesis 
588,14/111,Slowking,Psychic,Rare Holo,Neo Genesis 
589,15/111,Steelix,Metal,Rare Holo,Neo Genesis 
590,16/111,Togetic,Colorless,Rare Holo,Neo Genesis 
591,17/111,Typhlosion,Fire,Rare Holo,Neo Genesis 
592,18/111,Typhlosion,Fire,Rare Holo,Neo Genesis 
593,19/111,Metal Energy,Metal,Rare Holo,Neo Genesis 
594,20/111,Cleffa,Colorless,Rare,Neo Genesis 
595,21/111,Donphan,Fighting,Rare,Neo Genesis 
596,22/111,Elekid,Lightning,Rare,Neo Genesis 
597,23/111,Magby,Fire,Rare,Neo Genesis 
598,24/111,Murkrow,Darkness,Rare,Neo Genesis 
599,25/111,Sneasel,Darkness,Rare,Neo Genesis 
600,26/111,Aipom,Colorless,Uncommon,Neo Genesis 
601,27/111,Ariados,Grass,Uncommon,Neo Genesis 
602,28/111,Bayleef,Grass,Uncommon,Neo Genesis 
603,29/111,Bayleef,Grass,Uncommon,Neo Genesis 
604,30/111,Clefairy,Colorless,Uncommon,Neo Genesis 
605,31/111,Croconaw,Water,Uncommon,Neo Genesis 
606,32/111,Croconaw,Water,Uncommon,Neo Genesis 
607,33/111,Electabuzz,Lightning,Uncommon,Neo Genesis 
608,34/111,Flaaffy,Lightning,Uncommon,Neo Genesis 
609,35/111,Furret,Colorless,Uncommon,Neo Genesis 
610,36/111,Gloom,Grass,Uncommon,Neo Genesis 
611,37/111,Granbull,Colorless,Uncommon,Neo Genesis 
612,38/111,Lanturn,Lightning,Uncommon,Neo Genesis 
613,39/111,Ledian,Grass,Uncommon,Neo Genesis 
614,40/111,Magmar,Fire,Uncommon,Neo Genesis 
615,41/111,Miltank,Colorless,Uncommon,Neo Genesis 
616,42/111,Noctowl,Colorless,Uncommon,Neo Genesis 
617,43/111,Phanpy,Fighting,Uncommon,Neo Genesis 
618,44/111,Piloswine,Water,Uncommon,Neo Genesis 
619,45/111,Quagsire,Water,Uncommon,Neo Genesis 
620,46/111,Quilava,Fire,Uncommon,Neo Genesis 
621,47/111,Quilava,Fire,Uncommon,Neo Genesis 
622,48/111,Seadra,Water,Uncommon,Neo Genesis 
623,49/111,Skiploom,Grass,Uncommon,Neo Genesis 
624,50/111,Sunflora,Grass,Uncommon,Neo Genesis 
625,51/111,Togepi,Colorless,Uncommon,Neo Genesis 
626,52/111,Xatu,Psychic,Uncommon,Neo Genesis 
627,53/111,Chikorita,Grass,Common,Neo Genesis 
628,54/111,Chikorita,Grass,Common,Neo Genesis 
629,55/111,Chinchou,Lightning,Common,Neo Genesis 
630,56/111,Cyndaquil,Fire,Common,Neo Genesis 
631,57/111,Cyndaquil,Fire,Common,Neo Genesis 
632,58/111,Girafarig,Psychic,Common,Neo Genesis 
633,59/111,Gligar,Fighting,Common,Neo Genesis 
634,60/111,Hoothoot,Colorless,Common,Neo Genesis 
635,61/111,Hoppip,Grass,Common,Neo Genesis 
636,62/111,Horsea,Water,Common,Neo Genesis 
637,63/111,Ledyba,Grass,Common,Neo Genesis 
638,64/111,Mantine,Water,Common,Neo Genesis 
639,65/111,Mareep,Lightning,Common,Neo Genesis 
640,66/111,Marill,Water,Common,Neo Genesis 
641,67/111,Natu,Psychic,Common,Neo Genesis 
642,68/111,Oddish,Grass,Common,Neo Genesis 
643,69/111,Onix,Fighting,Common,Neo Genesis 
644,70/111,Pikachu,Lightning,Common,Neo Genesis 
645,71/111,Sentret,Colorless,Common,Neo Genesis 
646,72/111,Shuckle,Grass,Common,Neo Genesis 
647,73/111,Slowpoke,Psychic,Common,Neo Genesis 
648,74/111,Snubbull,Colorless,Common,Neo Genesis 
649,75/111,Spinarak,Grass,Common,Neo Genesis 
650,76/111,Stantler,Colorless,Common,Neo Genesis 
651,77/111,Sudowoodo,Fighting,Common,Neo Genesis 
652,78/111,Sunkern,Grass,Common,Neo Genesis 
653,79/111,Swinub,Water,Common,Neo Genesis 
654,80/111,Totodile,Water,Common,Neo Genesis 
655,81/111,Totodile,Water,Common,Neo Genesis 
656,82/111,Wooper,Water,Common,Neo Genesis 
657,83/111,Arcade Game,T [GC],Rare,Neo Genesis 
658,84/111,Ecogym,T [St],Rare,Neo Genesis 
659,85/111,Energy Charge,T,Rare,Neo Genesis 
660,86/111,Focus Band,T [Tool],Rare,Neo Genesis 
661,87/111,Mary,T,Rare,Neo Genesis 
662,88/111,PokéGear,T,Rare,Neo Genesis 
663,89/111,Super Energy Retrieval,T,Rare,Neo Genesis 
664,90/111,Time Capsule,T,Rare,Neo Genesis 
665,91/111,Bill's Teleporter,T,Uncommon,Neo Genesis 
666,92/111,Card-Flip Game,T [GC],Uncommon,Neo Genesis 
667,93/111,Gold Berry,T [Tool],Uncommon,Neo Genesis 
668,94/111,Miracle Berry,T [Tool],Uncommon,Neo Genesis 
669,95/111,New Pokédex,T,Uncommon,Neo Genesis 
670,96/111,Professor Elm,T,Uncommon,Neo Genesis 
671,97/111,Sprout Tower,T [St],Uncommon,Neo Genesis 
672,98/111,Super Scoop Up,T,Uncommon,Neo Genesis 
673,99/111,Berry,T [Tool],Common,Neo Genesis 
674,100/111,Double Gust,T,Common,Neo Genesis 
675,101/111,Moo-Moo Milk,T,Common,Neo Genesis 
676,102/111,Pokémon March,T,Common,Neo Genesis 
677,103/111,Super Rod,T,Common,Neo Genesis 
678,104/111,Darkness Energy,Darkness,Rare,Neo Genesis 
679,105/111,Recycle Energy,Colorless,Rare,Neo Genesis 
680,106/111,Fighting Energy,Fighting,NULL,Neo Genesis 
681,107/111,Fire Energy,Fire,NULL,Neo Genesis 
682,108/111,Grass Energy,Grass,NULL,Neo Genesis 
683,109/111,Lightning Energy,Lightning,NULL,Neo Genesis 
684,110/111,Psychic Energy,Psychic,NULL,Neo Genesis 
685,111/111,Water Energy,Water,NULL,Neo Genesis 
686,1/165,Alakazam,Psychic,Rare Holo,Expedition Base Set 
687,2/165,Ampharos,Lightning,Rare Holo,Expedition Base Set 
688,3/165,Arbok,Grass,Rare Holo,Expedition Base Set 
689,4/165,Blastoise,Water,Rare Holo,Expedition Base Set 
690,5/165,Butterfree,Grass,Rare Holo,Expedition Base Set 
691,6/165,Charizard,Fire,Rare Holo,Expedition Base Set 
692,7/165,Clefable,Colorless,Rare Holo,Expedition Base Set 
693,8/165,Cloyster,Water,Rare Holo,Expedition Base Set 
694,9/165,Dragonite,Colorless,Rare Holo,Expedition Base Set 
695,10/165,Dugtrio,Fighting,Rare Holo,Expedition Base Set 
696,11/165,Fearow,Colorless,Rare Holo,Expedition Base Set 
697,12/165,Feraligatr,Water,Rare Holo,Expedition Base Set 
698,13/165,Gengar,Psychic,Rare Holo,Expedition Base Set 
699,14/165,Golem,Fighting,Rare Holo,Expedition Base Set 
700,15/165,Kingler,Water,Rare Holo,Expedition Base Set 
701,16/165,Machamp,Fighting,Rare Holo,Expedition Base Set 
702,17/165,Magby,Fire,Rare Holo,Expedition Base Set 
703,18/165,Meganium,Grass,Rare Holo,Expedition Base Set 
704,19/165,Mew,Psychic,Rare Holo,Expedition Base Set 
705,20/165,Mewtwo,Psychic,Rare Holo,Expedition Base Set 
706,21/165,Ninetales,Fire,Rare Holo,Expedition Base Set 
707,22/165,Pichu,Lightning,Rare Holo,Expedition Base Set 
708,23/165,Pidgeot,Colorless,Rare Holo,Expedition Base Set 
709,24/165,Poliwrath,Water,Rare Holo,Expedition Base Set 
710,25/165,Raichu,Lightning,Rare Holo,Expedition Base Set 
711,26/165,Rapidash,Fire,Rare Holo,Expedition Base Set 
712,27/165,Skarmory,Metal,Rare Holo,Expedition Base Set 
713,28/165,Typhlosion,Fire,Rare Holo,Expedition Base Set 
714,29/165,Tyranitar,Darkness,Rare Holo,Expedition Base Set 
715,30/165,Venusaur,Grass,Rare Holo,Expedition Base Set 
716,31/165,Vileplume,Grass,Rare Holo,Expedition Base Set 
717,32/165,Weezing,Grass,Rare Holo,Expedition Base Set 
718,33/165,Alakazam,Psychic,Rare,Expedition Base Set 
719,34/165,Ampharos,Lightning,Rare,Expedition Base Set 
720,35/165,Arbok,Grass,Rare,Expedition Base Set 
721,36/165,Blastoise,Water,Rare,Expedition Base Set 
722,37/165,Blastoise,Water,Rare,Expedition Base Set 
723,38/165,Butterfree,Grass,Rare,Expedition Base Set 
724,39/165,Charizard,Fire,Rare,Expedition Base Set 
725,40/165,Charizard,Fire,Rare,Expedition Base Set 
726,41/165,Clefable,Colorless,Rare,Expedition Base Set 
727,42/165,Cloyster,Water,Rare,Expedition Base Set 
728,43/165,Dragonite,Colorless,Rare,Expedition Base Set 
729,44/165,Dugtrio,Fighting,Rare,Expedition Base Set 
730,45/165,Fearow,Colorless,Rare,Expedition Base Set 
731,46/165,Feraligatr,Water,Rare,Expedition Base Set 
732,47/165,Feraligatr,Water,Rare,Expedition Base Set 
733,48/165,Gengar,Psychic,Rare,Expedition Base Set 
734,49/165,Golem,Fighting,Rare,Expedition Base Set 
735,50/165,Kingler,Water,Rare,Expedition Base Set 
736,51/165,Machamp,Fighting,Rare,Expedition Base Set 
737,52/165,Magby,Fire,Rare,Expedition Base Set 
738,53/165,Meganium,Grass,Rare,Expedition Base Set 
739,54/165,Meganium,Grass,Rare,Expedition Base Set 
740,55/165,Mew,Psychic,Rare,Expedition Base Set 
741,56/165,Mewtwo,Psychic,Rare,Expedition Base Set 
742,57/165,Ninetales,Fire,Rare,Expedition Base Set 
743,58/165,Pichu,Lightning,Rare,Expedition Base Set 
744,59/165,Pidgeot,Colorless,Rare,Expedition Base Set 
745,60/165,Poliwrath,Water,Rare,Expedition Base Set 
746,61/165,Raichu,Lightning,Rare,Expedition Base Set 
747,62/165,Rapidash,Fire,Rare,Expedition Base Set 
748,63/165,Skarmory,Metal,Rare,Expedition Base Set 
749,64/165,Typhlosion,Fire,Rare,Expedition Base Set 
750,65/165,Typhlosion,Fire,Rare,Expedition Base Set 
751,66/165,Tyranitar,Darkness,Rare,Expedition Base Set 
752,67/165,Venusaur,Grass,Rare,Expedition Base Set 
753,68/165,Venusaur,Grass,Rare,Expedition Base Set 
754,69/165,Vileplume,Grass,Rare,Expedition Base Set 
755,70/165,Weezing,Grass,Rare,Expedition Base Set 
756,71/165,Bayleef,Grass,Uncommon,Expedition Base Set 
757,72/165,Chansey,Colorless,Uncommon,Expedition Base Set 
758,73/165,Charmeleon,Fire,Uncommon,Expedition Base Set 
759,74/165,Croconaw,Water,Uncommon,Expedition Base Set 
760,75/165,Dragonair,Colorless,Uncommon,Expedition Base Set 
761,76/165,Electabuzz,Lightning,Uncommon,Expedition Base Set 
762,77/165,Flaaffy,Lightning,Uncommon,Expedition Base Set 
763,78/165,Gloom,Grass,Uncommon,Expedition Base Set 
764,79/165,Graveler,Fighting,Uncommon,Expedition Base Set 
765,80/165,Haunter,Psychic,Uncommon,Expedition Base Set 
766,81/165,Hitmonlee,Fighting,Uncommon,Expedition Base Set 
767,82/165,Ivysaur,Grass,Uncommon,Expedition Base Set 
768,83/165,Jynx,Water,Uncommon,Expedition Base Set 
769,84/165,Kadabra,Psychic,Uncommon,Expedition Base Set 
770,85/165,Machoke,Fighting,Uncommon,Expedition Base Set 
771,86/165,Magmar,Fire,Uncommon,Expedition Base Set 
772,87/165,Metapod,Grass,Uncommon,Expedition Base Set 
773,88/165,Pidgeotto,Colorless,Uncommon,Expedition Base Set 
774,89/165,Poliwhirl,Water,Uncommon,Expedition Base Set 
775,90/165,Pupitar,Fighting,Uncommon,Expedition Base Set 
776,91/165,Quilava,Fire,Uncommon,Expedition Base Set 
777,92/165,Wartortle,Water,Uncommon,Expedition Base Set 
778,93/165,Abra,Psychic,Common,Expedition Base Set 
779,94/165,Bulbasaur,Grass,Common,Expedition Base Set 
780,95/165,Bulbasaur,Grass,Common,Expedition Base Set 
781,96/165,Caterpie,Grass,Common,Expedition Base Set 
782,97/165,Charmander,Fire,Common,Expedition Base Set 
783,98/165,Charmander,Fire,Common,Expedition Base Set 
784,99/165,Chikorita,Grass,Common,Expedition Base Set 
785,100/165,Chikorita,Grass,Common,Expedition Base Set 
786,101/165,Clefairy,Colorless,Common,Expedition Base Set 
787,102/165,Corsola,Water,Common,Expedition Base Set 
788,103/165,Cubone,Fighting,Common,Expedition Base Set 
789,104/165,Cyndaquil,Fire,Common,Expedition Base Set 
790,105/165,Cyndaquil,Fire,Common,Expedition Base Set 
791,106/165,Diglett,Fighting,Common,Expedition Base Set 
792,107/165,Dratini,Colorless,Common,Expedition Base Set 
793,108/165,Ekans,Grass,Common,Expedition Base Set 
794,109/165,Gastly,Psychic,Common,Expedition Base Set 
795,110/165,Geodude,Fighting,Common,Expedition Base Set 
796,111/165,Goldeen,Water,Common,Expedition Base Set 
797,112/165,Hoppip,Grass,Common,Expedition Base Set 
798,113/165,Houndour,Darkness,Common,Expedition Base Set 
799,114/165,Koffing,Grass,Common,Expedition Base Set 
800,115/165,Krabby,Water,Common,Expedition Base Set 
801,116/165,Larvitar,Fighting,Common,Expedition Base Set 
802,117/165,Machop,Fighting,Common,Expedition Base Set 
803,118/165,Magikarp,Water,Common,Expedition Base Set 
804,119/165,Mareep,Lightning,Common,Expedition Base Set 
805,120/165,Marill,Water,Common,Expedition Base Set 
806,121/165,Meowth,Colorless,Common,Expedition Base Set 
807,122/165,Oddish,Grass,Common,Expedition Base Set 
808,123/165,Pidgey,Colorless,Common,Expedition Base Set 
809,124/165,Pikachu,Lightning,Common,Expedition Base Set 
810,125/165,Poliwag,Water,Common,Expedition Base Set 
811,126/165,Ponyta,Fire,Common,Expedition Base Set 
812,127/165,Qwilfish,Water,Common,Expedition Base Set 
813,128/165,Rattata,Colorless,Common,Expedition Base Set 
814,129/165,Shellder,Water,Common,Expedition Base Set 
815,130/165,Spearow,Colorless,Common,Expedition Base Set 
816,131/165,Squirtle,Water,Common,Expedition Base Set 
817,132/165,Squirtle,Water,Common,Expedition Base Set 
818,133/165,Tauros,Colorless,Common,Expedition Base Set 
819,134/165,Totodile,Water,Common,Expedition Base Set 
820,135/165,Totodile,Water,Common,Expedition Base Set 
821,136/165,Vulpix,Fire,Common,Expedition Base Set 
822,137/165,Bill's Maintenance,T [Su],Uncommon,Expedition Base Set 
823,138/165,Copycat,T [Su],Uncommon,Expedition Base Set 
824,139/165,Dual Ball,T,Uncommon,Expedition Base Set 
825,140/165,Energy Removal 2,T,Uncommon,Expedition Base Set 
826,141/165,Energy Restore,T,Uncommon,Expedition Base Set 
827,142/165,Mary's Impulse,T [Su],Uncommon,Expedition Base Set 
828,143/165,Master Ball,T,Uncommon,Expedition Base Set 
829,144/165,Multi Technical Machine 01,T [TM],Uncommon,Expedition Base Set 
830,145/165,Pokémon Nurse,T [Su],Uncommon,Expedition Base Set 
831,146/165,Pokémon Reversal,T,Uncommon,Expedition Base Set 
832,147/165,Power Charge,T,Uncommon,Expedition Base Set 
833,148/165,Professor Elm's Training Method,T [Su],Uncommon,Expedition Base Set 
834,149/165,Professor Oak's Research,T [Su],Uncommon,Expedition Base Set 
835,150/165,Strength Charm,T [Tool],Uncommon,Expedition Base Set 
836,151/165,Super Scoop Up,T,Uncommon,Expedition Base Set 
837,152/165,Warp Point,T,Uncommon,Expedition Base Set 
838,153/165,Energy Search,T,Common,Expedition Base Set 
839,154/165,Full Heal,T,Common,Expedition Base Set 
840,155/165,Moo-Moo Milk,T,Common,Expedition Base Set 
841,156/165,Potion,T,Common,Expedition Base Set 
842,157/165,Switch,T,Common,Expedition Base Set 
843,158/165,Darkness Energy,Darkness,Rare,Expedition Base Set 
844,159/165,Metal Energy,Metal,Rare,Expedition Base Set 
845,160/165,Fighting Energy,Fighting,NULL,Expedition Base Set 
846,161/165,Fire Energy,Fire,NULL,Expedition Base Set 
847,162/165,Grass Energy,Grass,NULL,Expedition Base Set 
848,163/165,Lightning Energy,Lightning,NULL,Expedition Base Set 
849,164/165,Psychic Energy,Psychic,NULL,Expedition Base Set 
850,165/165,Water Energy,Water,NULL,Expedition Base Set 
851,1/109,Aggron,Metal,Rare Holo,EX Ruby & Sapphire 
852,2/109,Beautifly,Grass,Rare Holo,EX Ruby & Sapphire 
853,3/109,Blaziken,Fire,Rare Holo,EX Ruby & Sapphire 
854,4/109,Camerupt,Fire,Rare Holo,EX Ruby & Sapphire 
855,5/109,Delcatty,Colorless,Rare Holo,EX Ruby & Sapphire 
856,6/109,Dustox,Grass,Rare Holo,EX Ruby & Sapphire 
857,7/109,Gardevoir,Psychic,Rare Holo,EX Ruby & Sapphire 
858,8/109,Hariyama,Fighting,Rare Holo,EX Ruby & Sapphire 
859,9/109,Manectric,Lightning,Rare Holo,EX Ruby & Sapphire 
860,10/109,Mightyena,Darkness,Rare Holo,EX Ruby & Sapphire 
861,11/109,Sceptile,Grass,Rare Holo,EX Ruby & Sapphire 
862,12/109,Slaking,Colorless,Rare Holo,EX Ruby & Sapphire 
863,13/109,Swampert,Water,Rare Holo,EX Ruby & Sapphire 
864,14/109,Wailord,Water,Rare Holo,EX Ruby & Sapphire 
865,15/109,Blaziken,Fire,Rare,EX Ruby & Sapphire 
866,16/109,Breloom,Grass,Rare,EX Ruby & Sapphire 
867,17/109,Donphan,Fighting,Rare,EX Ruby & Sapphire 
868,18/109,Nosepass,Fighting,Rare,EX Ruby & Sapphire 
869,19/109,Pelipper,Water,Rare,EX Ruby & Sapphire 
870,20/109,Sceptile,Grass,Rare,EX Ruby & Sapphire 
871,21/109,Seaking,Water,Rare,EX Ruby & Sapphire 
872,22/109,Sharpedo,Water,Rare,EX Ruby & Sapphire 
873,23/109,Swampert,Water,Rare,EX Ruby & Sapphire 
874,24/109,Weezing,Grass,Rare,EX Ruby & Sapphire 
875,25/109,Aron,Metal,Uncommon,EX Ruby & Sapphire 
876,26/109,Cascoon,Grass,Uncommon,EX Ruby & Sapphire 
877,27/109,Combusken,Fire,Uncommon,EX Ruby & Sapphire 
878,28/109,Combusken,Fire,Uncommon,EX Ruby & Sapphire 
879,29/109,Delcatty,Colorless,Uncommon,EX Ruby & Sapphire 
880,30/109,Electrike,Lightning,Uncommon,EX Ruby & Sapphire 
881,31/109,Grovyle,Grass,Uncommon,EX Ruby & Sapphire 
882,32/109,Grovyle,Grass,Uncommon,EX Ruby & Sapphire 
883,33/109,Hariyama,Fighting,Uncommon,EX Ruby & Sapphire 
884,34/109,Kirlia,Psychic,Uncommon,EX Ruby & Sapphire 
885,35/109,Kirlia,Psychic,Uncommon,EX Ruby & Sapphire 
886,36/109,Lairon,Metal,Uncommon,EX Ruby & Sapphire 
